0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	2
68	4
69	4
70	5
71	6
72	7
73	6
74	6
75	6
76	6
77	6
78	5
79	3
80	3
81	2
82	1
83	0
84	0
85	0
86	0
87	0
88	0
89	1
90	1
91	1
92	1
93	3
94	4
95	4
96	5
97	7
98	9
99	11
100	10
101	10
102	10
103	13
104	11
105	10
106	10
107	10
108	8
109	6
110	4
111	4
112	4
113	4
114	1
115	1
116	1
117	1
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
140	2
141	4
142	5
143	6
144	6
145	6
146	7
147	7
148	8
149	8
150	8
151	7
152	4
153	3
154	3
155	3
156	4
157	3
158	3
159	2
160	2
161	2
162	2
163	2
164	2
165	1
166	1
167	0
168	0
169	2
170	2
171	3
172	4
173	4
174	4
175	5
176	5
177	6
178	6
179	6
180	4
181	4
182	3
183	2
184	2
185	2
186	2
187	2
188	1
189	1
190	3
191	3
192	4
193	7
194	7
195	8
196	8
197	8
198	9
199	9
200	9
201	7
202	7
203	8
204	5
205	6
206	8
207	8
208	8
209	7
210	9
211	13
212	14
213	16
214	14
215	14
216	13
217	10
218	10
219	9
220	9
221	7
222	3
223	2
224	0
225	0
226	0
227	0
228	1
229	2
230	2
231	2
232	3
233	5
234	5
235	5
236	5
237	5
238	5
239	4
240	3
241	3
242	4
243	3
244	2
245	2
246	2
247	2
248	3
249	4
250	4
251	5
252	5
253	4
254	5
255	5
256	5
257	5
258	5
259	4
260	3
261	3
262	2
263	2
264	2
265	1
266	0
267	0
268	0
269	0
270	0
271	0
272	4
273	4
274	7
275	7
276	7
277	7
278	7
279	7
280	7
281	7
282	7
283	3
284	3
285	0
286	0
287	1
288	2
289	2
290	2
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	1
299	0
300	1
301	1
302	1
303	2
304	3
305	3
306	3
307	4
308	5
309	5
310	5
311	4
312	4
313	4
314	4
315	5
316	7
317	7
318	6
319	5
320	5
321	6
322	6
323	6
324	6
325	6
326	4
327	4
328	5
329	5
330	5
331	5
332	4
333	4
334	5
335	5
336	4
337	4
338	2
339	1
340	1
341	2
342	2
343	2
344	2
345	1
346	2
347	4
348	4
349	5
350	5
351	6
352	5
353	6
354	6
355	6
356	7
357	7
358	8
359	8
360	8
361	9
362	9
363	9
364	11
365	11
366	11
367	10
368	11
369	10
370	10
371	11
372	10
373	9
374	9
375	6
376	6
377	7
378	8
379	7
380	5
381	5
382	3
383	3
384	3
385	5
386	6
387	9
388	10
389	9
390	8
391	8
392	8
393	8
394	8
395	8
396	6
397	5
398	2
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	1
410	1
411	1
412	1
413	1
414	1
415	1
416	3
417	3
418	3
419	3
420	2
421	2
422	2
423	2
424	3
425	4
426	4
427	2
428	2
429	2
430	2
431	2
432	2
433	2
434	2
435	1
436	0
437	0
438	0
439	0
440	1
441	2
442	2
443	3
444	3
445	3
446	5
447	5
448	5
449	5
450	5
451	4
452	3
453	3
454	2
455	2
456	2
457	0
458	0
459	0
460	0
461	1
462	1
463	2
464	2
465	2
466	2
467	3
468	3
469	4
470	5
471	5
472	4
473	5
474	4
475	5
476	5
477	6
478	5
479	5
480	4
481	3
482	3
483	3
484	2
485	3
486	2
487	3
488	3
489	5
490	6
491	7
492	7
493	8
494	8
495	8
496	7
497	8
498	7
499	7
500	6
501	5
502	4
503	4
504	3
505	4
506	7
507	8
508	10
509	12
510	12
511	13
512	17
513	20
514	22
515	25
516	26
517	23
518	22
519	21
520	20
521	19
522	18
523	14
524	11
525	9
526	9
527	7
528	7
529	7
530	5
531	6
532	6
533	5
